name,type,lat,lng,address,phone,rating,reviews
OUTLET PREMIUM,shopping_mall,-25.2887906,-57.5757877,"Eusebio Lillo Robles 1418, Asunción 001411, Paraguay",0981 823674,4.8,141
Paseo Carmelitas,shopping_mall,-25.2857475,-57.57729339999999,"Av. España 1272, Asunción 001411, Paraguay",(021) 608 226,4.5,8176
Paseo Via Allegra,shopping_mall,-25.286784,-57.5764952,"Senador Huey Pierce Long &, Teniente Héctor Vera, Asunción 001411, Paraguay",(021) 600 077,4.6,366
LA CABRERA,shopping_mall,-25.2835356,-57.56763220000001,"Av. Aviadores del Chaco 1816, Asunción 001529, Paraguay",0984 739437,4.6,937
Paseo miraflores,shopping_mall,-25.2746921,-57.56717379999999,"Paseo Miraflores, Julio Correa 143, Asunción 001520, Paraguay",(021) 613 914,4.2,182
Nike - Shopping del Sol,shopping_mall,-25.282831,-57.566514,"Av. Aviadores del Chaco, Asunción 001529, Paraguay",,4.5,199
Plaza Hogar - Stma. Trinidad,shopping_mall,-25.2691927,-57.5638532,"Ave Santisima Trinidad casi, Asunción 001521, Paraguay",(021) 281 783,4.6,370
Delimarket,shopping_mall,-25.2821058,-57.5675396,"Av. Aviadores del Chaco, Asunción 001529, Paraguay",0983 500300,4.6,4540
Nueva Americana Shopping Del Sol,shopping_mall,-25.2826013,-57.5667682,"Asunción 001529, Paraguay",(021) 412 8000,4.3,267
Plaza Nova,shopping_mall,-25.2658268,-57.5759711,"Avenida Doctor Felipe Molas López, PCMF+MJ6, &, Asunción 001520, Paraguay",0986 157118,4.2,26
Unicentro - Centro,shopping_mall,-25.2806139,-57.637736,"Palma esq, Asunción 001013, Paraguay",(021) 411 7000,4.3,4739
Feria Asunción,shopping_mall,-25.287837,-57.573183,"Av. Gral. José de San Martín 893, Asunción 001411, Paraguay",0971 300200,4.4,9041
La Gran Manzana - Paseo Comercial,shopping_mall,-25.2950993,-57.5788002,"Av. Mariscal López 3794, Asunción 001412, Paraguay",0985 942520,4.1,2680
Paseo Die Ecke,shopping_mall,-25.2830535,-57.55751979999999,"Denis Roa esq, Asunción 001401, Paraguay",0981 998040,4.7,206
Plaza Moiety,shopping_mall,-25.2776675,-57.5542075,"Av. Aviadores del Chaco 3215, Asunción 001524, Paraguay",0976 533931,4.5,1342
La Rural Shopping,shopping_mall,-25.2331802,-57.537408,"QF87+P2G, Carlos Antonio López, Asunción 111020, Paraguay",(021) 760 832,4.1,4397
Paseo Los Árboles,shopping_mall,-25.2919782,-57.57400209999999,"PC5G+F2X, Av. Gral. José de San Martín, Asunción 001408, Paraguay",0983 155511,4.5,430
Plaza Hogar - San Martin,shopping_mall,-25.290966,-57.5746136,"Av. Gral. José de San Martín 578 esq, Asunción 001411, Paraguay",(021) 614 860,4.5,2922
Marketplace,shopping_mall,-25.286192,-57.590185,"PC75+HV4, Av. España 2621, Asunción 001534, Paraguay",0981 203891,4.5,2435
Gisele Stephanie,shopping_mall,-25.294068,-57.580721,"Estacionamiento Shopping, Asunción 001412, Paraguay",0981 697908,4.4,376
Shopping El Portal,shopping_mall,-25.2382994,-57.5421327,"QF65+M4Q, Carlos Antonio López, Asunción 001507, Paraguay",,4,4356
Shopping Mariano,shopping_mall,-25.2263103,-57.5346695,"Defensores del Chaco, Mariano Roque Alonso 111018, Paraguay",(021) 762 001,4.4,14120
Galería Bonanza,shopping_mall,-25.2997902,-57.6234182,"Av. Dr. José Gaspar Rodriguez de Francia, Asunción 001223, Paraguay",,4.3,5797
Mundo Cartoon Network,shopping_mall,-25.2847299,-57.5635388,"Av. Sta. Teresa 1827, Asunción 001410, Paraguay",(021) 659 4000,4.4,121
Paseo La Peregrina,shopping_mall,-25.2840389,-57.5808263,"PC89+9MM, Cabo Primero Feliciano Marecos, Asunción 001530, Paraguay",0981 000001,4.3,296
National University of Asuncion,university,-25.3357603,-57.51973979999999,"Campus Universitario, San Lorenzo 111421, Paraguay",(021) 585 540,4.6,2216
Autonomous University of Asuncion,university,-25.2873398,-57.6431273,"Jejuí 667, Asunción 001013, Paraguay",(021) 495 873,4.5,549
"Universidad Católica ""Nuestra Señora de la Asunción"" Sede Central",university,-25.2807615,-57.63200129999999,"Cordillera de Amambay casi, Asunción 001101, Paraguay",(021) 318 4000,3.9,283
Universidad Central del Paraguay,university,-25.2771806,-57.5994016,"Brasilia N° 1.158 e/ Tte. 2° Benigno Villamayor c/ Insaurralde, Asunción 001206, Paraguay",0993 456000,4.6,46
Universidad Americana,university,-25.278563,-57.59946600000001,"Av. Brasilia 1100, Asunción 1429, Paraguay",(021) 729 4900,4.2,863
Pacific Private University,university,-25.2867981,-57.5725747,"O'Higgins esquina, Asunción 1111, Paraguay",(021) 615 490,4.5,396
University of the Integration of the Americas,university,-25.274873,-57.59412,"Av. Venezuela 1353 casi, Asunción 001206, Paraguay",(021) 288 9000,4.3,400
Universidad Autónoma del Paraguay,university,-25.2805458,-57.64304909999999,"Colón 658 e/ Gral. Diaz y Eduardo Víctor Haedo, Asunción 001010, Paraguay",(021) 447 579,4.4,183
Faculty of Law and Social Sciences of the National University of Asuncion,university,-25.2628982,-57.5702407,"PCPH+RWR, Congreso de Colombia, Asunción 001521, Paraguay",(021) 288 5000,4.6,615
Columbia University of Paraguay,university,-25.2859002,-57.6297954,"25 de Mayo, Asunción 001101, Paraguay",(021) 490 811,4.5,174
Universidad San Ignacio de Loyola - Paraguay,university,-25.2648633,-57.59362709999999,"Av. Venezuela 2087, Asunción 001533, Paraguay",(021) 282 801,4.6,63
Universidad Metropolitana de Asunción,university,-25.2900011,-57.6049789,"Rca. Dominicana 387, Asunción 001208, Paraguay",(021) 201 939,4.6,149
UCSA - Campus Universitario,university,-25.2820808,-57.5927993,"Centro Educativo San Agustín, Sgto. José León Gauto, Asunción 001535, Paraguay",(021) 221 106,4.3,268
Universidad Maria Auxiliadora,university,-25.2370319,-57.53787029999999,"QF76+5VJ, Asunción 001506, Paraguay",(021) 296 900,4.5,341
UNADES,university,-25.2930134,-57.6444972,"14 De Mayo 462, Asunción 001015, Paraguay",(021) 371 371,4.6,151
UNASUR,university,-25.2913577,-57.62128459999999,"Cerro Corá 1483, Asunción 001220, Paraguay",(021) 232 750,4.3,258
Universidad Católica Nuestra Señora de la Asunción,university,-25.3244841,-57.636523,"M9G7+695, Tte. Lidio Cantalupi, Asunción 001303, Paraguay",(021) 318 4000,4.3,503
Columbia University of Paraguay,university,-25.2863006,-57.61175530000001,"Av. España 1239, Asunción 001209, Paraguay",(021) 219 8000,4.5,297
UPAP Headquarters,university,-25.2923417,-57.6137796,"Rio De Janeiro 1251, Asunción 001209, Paraguay",(021) 237 7400,4.2,198
Universidad del Chaco (UNICHACO) based Asuncion,university,-25.2913137,-57.6272771,"P95F+F3H, Asunción 001220, Paraguay",(021) 229 040,4,28
Rectorado UNA,university,-25.3338423,-57.518288,"San Lorenzo 111421, Paraguay",(021) 585 540,4.2,761
Universidad San Lorenzo,university,-25.3422251,-57.5106887,"Dir.: España 330 c/ San Lorenzo y Cnel. Bogado España N° 412, San Lorenzo 2160, San Lorenzo 111422, Paraguay",(021) 235 8000,4.2,371
Facultad Politecnica UNA,university,-25.3369561,-57.522052,"Acceso peatonal de Mcal. Estigarribia a la UNA, San Lorenzo 111421, Paraguay",(021) 588 7000,4.7,598
Faculty of Agricultural Sciences,university,-25.3359094,-57.51459989999999,"MF7P+J5J, San Lorenzo 111421, Paraguay",(021) 585 606,4.7,257
FCE,university,-25.338986,-57.5216085,"Km 11 UNA Campus, Ruta Mariscal José Felix Estigarribia, San Lorenzo 111421, Paraguay",(021) 729 2001,4.6,513
Convention Center of the National University of Asunción,university,-25.3349867,-57.51875929999999,"MF8J+2F5 Rectorado UNA, San Lorenzo 111421, Paraguay",,4.4,503
Facultad de Ciencias Químicas UNA,university,-25.3345423,-57.51999370000001,"MF8H+6VJ, San Lorenzo 111421, Paraguay",(021) 729 0030,4.3,97
Faculty of Engineering National University of Asunción,university,-25.3315881,-57.5170555,"San Lorenzo 111421, Paraguay",(021) 729 0010,4.5,470
"Columbia University of Paraguay, San Lorenzo Headquarters",university,-25.3432162,-57.5105482,"Av. Defensores del Chaco, San Lorenzo 111422, Paraguay",(021) 219 8900,4.5,73
Farmacia Catedral Suc. Sacramento,pharmacy,-25.2707271,-57.5841317,"Asunción 001532, Paraguay",(021) 627 7203,4.2,53
Catedral Drugstore,pharmacy,-25.2856304,-57.57395760000001,"Sta. Ana 1473, Asunción 001529, Paraguay",(021) 627 7000,4.4,214
Punto Farma Drugstore,pharmacy,-25.2720469,-57.5650305,"Domingo Portillo y, Asunción 001526, Paraguay",(021) 616 1000,4.2,109
Farmacia Catedral Suc. Artigas,pharmacy,-25.2576875,-57.58618749999999,"Asunción 001517, Paraguay",0981 668393,4.7,11
Farmacia Vicente Scavone - Suc. España,pharmacy,-25.2862596,-57.58411799999999,"Av. España, Asunción 001411, Paraguay",(021) 418 5000,4.3,94
Farmacenter Carmelitas,pharmacy,-25.2800645,-57.5709471,"Av. Gral. José de San Martín esq, Asunción 1527, Paraguay",(021) 262 6000,4.3,56
Farmacenter Hiper España,pharmacy,-25.2883586,-57.60544969999999,"Av. España y, Asunción 1208, Paraguay",(021) 262 6000,4.1,57
Farmacenter Aviadores 1,pharmacy,-25.2777575,-57.55298009999999,"Av. Aviadores del Chaco 3308 esq, Asunción 1401, Paraguay",(021) 262 6000,4.3,45
Farmacenter,pharmacy,-25.2624159,-57.56043589999999,"Av. Primer Presidente casi, Asunción 001521, Paraguay",(021) 262 6000,3.9,16
Punto Farma 5,pharmacy,-25.2914093,-57.59672210000001,"Av. Mariscal López Y, Asunción 001412, Paraguay",(061) 61000,4.5,64
Farmacenter Mcal. Lopez 1,pharmacy,-25.2938838,-57.57997469999999,"PC4C+C2V, Av. Mariscal López 3683 casi, Asunción 1411, Paraguay",(021) 262 6000,3.9,35
Farmacenter Sacramento,pharmacy,-25.2816437,-57.58701879999999,"Santisimo Sacramento y, Asunción 1530, Paraguay",(021) 262 6000,4,12
Punto Farma,pharmacy,-25.2410771,-57.542754,"Tomas Lombardo y, Asunción 001506, Paraguay",(021) 616 1000,4.4,66
Farmacenter Venezuela,pharmacy,-25.2820806,-57.59458730000001,"Venezuela 911 casi, Asunción 1206, Paraguay",(021) 262 6000,4.4,34
Farmacia Catedral Suc. Centro,pharmacy,-25.2826077,-57.63386269999999,"Palma, Asunción 001101, Paraguay",(021) 627 7208,4.2,73
Farmacenter Mcal. Lopez 4,pharmacy,-25.3013653,-57.5638914,"Av. Mariscal López Esq, Asunción 1407, Paraguay",(021) 262 6000,3.9,30
Farmacia Catedral General Santos Teodoro S. Mongelos,pharmacy,-25.3005949,-57.6134351,"Avda. Gral Santos, Teodoro S. Mongelós esq, Asunción 001226, Paraguay",(021) 627 7221,4.4,21
Farmacenter Loma Pyta,pharmacy,-25.2411966,-57.5431423,"Ruta Transchaco e, Sgto. 1ro. Tomas Lombardo, Asunción 1508, Paraguay",(021) 262 6000,4.3,76
Farmacenter Central,pharmacy,-25.2812801,-57.6375641,"Estrella 526 entre, 14 De Mayo y, Asunción 1014, Paraguay",(021) 262 6000,4.1,44
Farmacenter Sajonia,pharmacy,-25.2888115,-57.6534549,"Avda. Carlos A. López 933, entre Dr.Paiva y, Asunción 1008, Paraguay",(021) 262 6000,4.3,76
Farmacias Catedral Suc. Migone 2,pharmacy,-25.2886562,-57.6216194,"Asunción 001218, Paraguay",0981 785231,4.4,16
Farmacia Catedral Suc. Don Bosco,pharmacy,-25.2790301,-57.644654,"Gral. Díaz esq, Asunción 001011, Paraguay",0981 784827,4.8,20
Farmacia El Pueblo,pharmacy,-25.3012475,-57.6128391,"Asunción 001227, Paraguay",0986 320810,4.7,11
IPS-Geriatric Hospital Gerardo Buongermini,pharmacy,-25.2576646,-57.5847259,"PCR8+W4J, Asunción 001532, Paraguay",(021) 291 987,4.5,112
Farmacias Catedral Suc. Ñemby,pharmacy,-25.3967689,-57.54579640000001,"Ñemby 2299, Paraguay",0981 783861,5,5
MI FARMACIA Y PERF. LOYOLA FALCÓN 🇦🇷🇵🇾,pharmacy,-25.2659953,-57.7269581,"Puente Ignacio Loyola, RN11, Clorinda, Formosa, Argentina",03718 65-1530,4.8,8
FARMACIA DEL FRENTE,pharmacy,-25.5155482,-57.3648328,"Enrique Doldanibieta, Itá 110504, Paraguay",,5,4
Vicente Scavone,pharmacy,-25.2748312,-57.6086285,"ParaguayAvda. Artigas y Entre Rios, Vía Férrea, Asunción 001203, Paraguay",(021) 221 321,4.1,14
Asismed,pharmacy,-25.2728379,-57.60734309999999,"Av. Gral. José Gervasio Artigas 1500, Asunción 1415, Paraguay",(021) 288 7795,4.6,16
IPS Emergency Clinic June 12,pharmacy,-25.3262958,-57.6249584,"M9FG+F2M, Av Gral M Santos, Asunción 001310, Paraguay",(021) 331 923,3.4,179
FARMACIA OVIEDO,pharmacy,-25.2893596,-57.7143617,"Italia 1301-1399, P3610DDO, P3610DDO Clorinda, Formosa, Argentina",,5,3
Farmalife,pharmacy,-26.1808205,-58.1683708,"Moreno 602, P3600 Formosa, Argentina",0379 423-4990,4.3,110
Farmacia Amada Sucursal Nº 1,pharmacy,-25.5089098,-54.6151795,"F9RM+CWP, Ciudad del Este 100134, Paraguay",(061) 503 416,3.9,9
