primary_type,name,address,city,neighborhood,lat,lng,phone,website,rating,total_reviews,price_level
bakery,Mercadito Emporio,"Moisés Bertoni 1039, Asunción 001411, Paraguay",Asunción,,-25.289828,-57.5801484,0994 750800,https://www.instagram.com/mercaditoemporio/,4.5,350,
bakery,Georges Patissier,"Pitiantuta 1246, Asunción 001204, Paraguay",Asunción,,-25.2783169,-57.60660019999999,,,4.7,844,
bakery,Nana Bakery,"Bruselas, Asunción 001410, Paraguay",Asunción,,-25.2881932,-57.56431039999999,,https://linktr.ee/nanabakerypy?fbclid=PAAab73Y56u9qXjfJigdj0PBsK8HSCLDpEJG6aX0xpy-QSrSFSMzBrHruq05k,5,23,
bakery,IH Patisserie,"Av. España 2271, Asunción 001207, Paraguay",Asunción,,-25.2870309,-57.5958232,0984 985176,,4.9,29,
bakery,HELENA LA PASTELERIA,"Guido Spano 3205 esq, Asunción 001405, Paraguay",Asunción,,-25.303282,-57.5584728,0971 987333,http://www.helena.com.py/,4.8,74,
bakery,La Gourmande,"Tte. Blas A. Jiménez 1538, Asunción 001525, Paraguay",Asunción,,-25.266861,-57.5529491,0983 308043,,4.3,232,2
bakery,Robinson Bakeshop,"Teniente Héctor Vera 1443, Asunción 001411, Paraguay",Asunción,,-25.2876612,-57.5746343,0984 222277,https://instagram.com/robinsonbakeshop,4.3,256,
cafe,Panaderia Asuncion,"Asunción 001313, Paraguay",Asunción,,-25.3270272,-57.5981869,(021) 556 027,http://www.instagram.com/panaderia_asuncion,4.6,373,2
bakery,Tea Time Bakery,"Pedro Alcántara 985, Asunción 001528, Paraguay",Asunción,,-25.2749429,-57.57050959999999,0982 826896,,4.2,91,2
establishment,Tía Laura Delicias Carmelitas,"Dr. Manuel Peña 789 entre Augusto Roa Bastos y, Asunción 001528, Paraguay",Asunción,,-25.2747191,-57.5757831,0984 777690,,4.6,322,
bakery,Ña Masa,"Concejal Vargas 1368 casi, Asunción 001409, Paraguay",Asunción,,-25.2924454,-57.5548091,0991 797038,,4.9,79,
bakery,Chaval Recoleta,"Cruz Del Chaco 897 esq, Asunción 1416, Paraguay",Asunción,,-25.3008489,-57.5827196,0976 890359,http://www.instagram.com/chaval.obrador,4.5,313,
bakery,Don Mario Bakery,"M9MR+6V2, Av. Dr. Fernando de la Mora esq, Asunción 001312, Paraguay",Asunción,,-25.3173884,-57.6074771,(021) 550 559,,4.4,3427,2
bakery,La Dolceria,"Roque Gaona 710, Asunción 001411, Paraguay",Asunción,,-25.2885726,-57.5751857,0981 913292,,4.5,84,
establishment,Gonzarolls,"Sub Teniente Marcelino Ayala 2141, Asunción 001531, Paraguay",Asunción,,-25.2679316,-57.5795599,0986 333002,https://instagram.com/gonzarolls?utm_medium=copy_link,4.9,12,
bakery,OFRENDA Pastelería,"R.I. 5 Gral. Díaz 458, Asunción 001416, Paraguay",Asunción,,-25.3031438,-57.56970449999999,0982 573073,,5,32,
bakery,Oveja Negra,"Padre Egidio Cardozo, Asunción 001210, Paraguay",Asunción,,-25.2831041,-57.6124009,0971 778286,,4.7,920,2
establishment,160B - Food Park Mburucuja,"Av. Santísima Trinidad, Asunción 001521, Paraguay",Asunción,,-25.2687493,-57.56437729999999,,https://www.instagram.com/foodparkmburucuya,4.4,87,
establishment,MUME RESTO BAR,"PC7C+PXQ, Malutin, Asunción 001411, Paraguay",Asunción,,-25.2855078,-57.57752310000001,0991 591888,http://linktr.ee/mume.py,4.4,34,
establishment,La Nutry Healthy Food,"Prof. Dr. Francisco Fernández 684, Asunción 001520, Paraguay",Asunción,,-25.2690629,-57.5649524,0981 130133,,4.5,724,
establishment,Lido Bar,"Independencia Nacional esq, Asunción 001101, Paraguay",Asunción,,-25.281595,-57.633188,(021) 446 171,http://www.lidobar.com.py/,4.4,11102,2
establishment,Lomilito's,"Av. Dr. Felipe Molas López, Asunción 001520, Paraguay",Asunción,,-25.2744237,-57.5684961,0991 911153,,4.3,1190,
convenience_store,Shell,"Santisimo Sacramento Y, Asunción 001531, Paraguay",Asunción,,-25.2672176,-57.58267439999999,4175000,https://find.shell.com/py/fuel/10127027-shell-estacion-bahia-s-a-suc-sacramento/es_PY,4.1,328,
establishment,Bar La Esquina,"Gral. Díaz esq, Asunción 001013, Paraguay",Asunción,,-25.2828551,-57.6382201,(021) 492 918,,4.6,2418,1
establishment,Javorai,"América 486, Asunción 001207, Paraguay",Asunción,,-25.2875614,-57.59626340000001,(021) 225 570,,4.6,3572,2
establishment,Lo de Osvaldo - Centro,"Cerro Corá 883, Asunción 001219, Paraguay",Asunción,,-25.2875179,-57.6282478,0982 128140,http://www.lodeosvaldo.com.py/,4.6,1273,
establishment,La Económica,"Montevideo y, Asunción 001012, Paraguay",Asunción,,-25.2862577,-57.6447801,(021) 494 722,,4.6,214,1
establishment,Festa Restaurante,"PCRM+5HG, Av. Primer Presidente, Asunción 001521, Paraguay",Asunción,,-25.2595515,-57.56606069999999,,,3.2,79,
establishment,Hospital Universitario Ntra. Ms. Asuncion,"Eusebio Lilio, Asunción 001409, Paraguay",Asunción,,-25.2926352,-57.56190580000001,(021) 729 0042,http://hospitaluniversitario.edu.py/,3.4,110,
establishment,"Hospital San Jorge, Instituto Nacional de Cardiología ASUNCION","Asunción 001509, Paraguay",Asunción,,-25.2567786,-57.54655839999999,(021) 292 532,,4.2,214,
establishment,Instituto de Previsión Social,"Santisimo Sacramento, Asunción 001531, Paraguay",Asunción,,-25.2714132,-57.58064459999999,(021) 290 136,http://www.ips.gov.py/,3.2,636,
establishment,Institute of Tropical Medicine,"PCC4+RPC, Asunción 001535, Paraguay",Asunción,,-25.2779394,-57.5932261,(021) 292 463,http://www.mspbs.gov.py/imt,4.3,172,
establishment,Hospital del Trauma Prof. Dr. Manuel Giagni,"M9XP+PRP, Av Gral Máximo Santos, Asunción 001227, Paraguay",Asunción,,-25.3006664,-57.61293269999999,(021) 204 800,,3.9,175,
establishment,Hospital San Pablo,"Asunción 001426, Paraguay",Asunción,,-25.3208209,-57.5783017,(021) 500 078,http://mspbs.gov.py/,4,365,
establishment,Hospital Materno Infantil Santisima Trinidad,"Itapua, Asunción 001521, Paraguay",Asunción,,-25.261057,-57.576069,(021) 290 165,https://www.mspbs.gov.py/hospitales-materno-infantil.html,3.5,114,
establishment,Public Hospital Barrio Obrero,"P924+758, Av. Fulgencio Yegros, Asunción 001104, Paraguay",Asunción,,-25.2993306,-57.6445401,(021) 370 099,http://www.mspbs.gov.py/,3.5,218,
establishment,Clinical Hospital of San Lorenzo,"111421, Av. Mariscal López, San Lorenzo 111421, Paraguay",San Lorenzo,,-25.3234821,-57.5227777,(021) 585 730,http://www.med.una.py/,4,287,
establishment,Instituto Nacional de Enfermedades Respiratorias y del Ambiente Juan Max Boettner,"PCG4+2V2, Av. Venezuela, Asunción 001535, Paraguay",Asunción,,-25.2749777,-57.59286170000001,(021) 290 123,,4.4,255,
establishment,La Costa,"Av. Gral. José Gervasio Artigas 1500, Asunción 001202, Paraguay",Asunción,,-25.2729386,-57.6072885,(021) 217 1000,http://www.lacosta.com.py/,4,615,
establishment,Sanatorio Migone,"Eligio Ayala 1293, Asunción 1541, Paraguay",Asunción,,-25.288247,-57.62186000000001,(021) 218 2000,http://www.sanatoriomigone.com.py/,3.5,279,
establishment,Sanatorio Italiano,"Av. España, Asunción 001207, Paraguay",Asunción,,-25.2880058,-57.5976957,(021) 214 260,https://facebook.com/pages/Sanatorio-Italiano/121722121241869,3.7,144,
establishment,Sanatorio Santa Barbara,"Alejandro Ravizza 263, Asunción 001519, Paraguay",Asunción,,-25.2585181,-57.58114680000001,(021) 299 388,,3.8,99,
establishment,Central Hospital,"Don Bosco 745, Asunción 001010, Paraguay",Asunción,,-25.2795969,-57.64574649999999,(021) 440 189,https://disersanfa.mil.py/,4.2,263,
establishment,Ex Hospital de Clinicas,"Tte. Pedro Rodi 2139, Asunción 001010, Paraguay",Asunción,,-25.2798154,-57.65182970000001,(021) 683 930,http://www.med.una.py/index.php/contacto,3.9,51,
establishment,Hospital Materno Infantil Loma Pyta - Asunción,"QF53+QMV, Cap. H. C. Boris Dedoff, Asunción 001507, Paraguay",Asunción,,-25.2414517,-57.5444978,(021) 729 2000,,3.8,71,
establishment,Sanatorio Santa Julia,"Av. Brasilia 1182, Asunción 001206, Paraguay",Asunción,,-25.2763065,-57.5988742,(021) 236 5000,http://www.santajulia.com.py/,3.5,178,
establishment,Hospital Psiquiátrico,"Av. Venezuela 1004, Asunción 001535, Paraguay",Asunción,,-25.2795717,-57.59402850000001,(021) 293 608,https://www.mspbs.gov.py/hpsi,3.7,58,
establishment,Centro Médico Bautista,"Avda. República Argentina y, Campos Cervera 635, Asunción 001416, Paraguay",Asunción,,-25.2993976,-57.578588,(021) 688 9000,http://www.cmb.org.py/,4.1,361,
doctor,Dr. Jorge Jara Yorg,"PCJ9+XG8, Genaro Romero, Asunción 001531, Paraguay",Asunción,,-25.2675872,-57.5811856,0981 976421,,4.8,23,
establishment,Clínica Dr.Valé - Asunción I Consultas médicas y Estudios,"Vice Pdte. Sanchez 491 esquina, Asunción 1535, Paraguay",Asunción,,-25.2956108,-57.6134879,0971 963000,,4,31,
establishment,Consultorio Dr. Vacante,"Av. Dr. Guido Boggiani y, Asunción 001416, Paraguay",Asunción,,-25.3002463,-57.56814349999999,0981 240335,,4.8,33,
establishment,Clínica Dr. Irrazabal,"Genaro Romero 515, Asunción 001531, Paraguay",Asunción,,-25.2708165,-57.5766655,(021) 290 608,,5,7,
establishment,"Dr Carlos Vera Andrada, consultorio","Zanotti Cavazzoni 333, Asunción 001207, Paraguay",Asunción,,-25.2891817,-57.5987934,(021) 205 824,,5,1,
doctor,Clinica IMA,"Dr. Eduardo L. Moreira esquina, Asunción 001413, Paraguay",Asunción,,-25.2985802,-57.5882363,0986 960270,https://www.clinicaima.com.py/,3.8,34,
establishment,Centro Médico Corppolive,"Santisimo Sacramento 3069, Asunción 001519, Paraguay",Asunción,,-25.2553413,-57.5772593,0971 568547,,5,259,
doctor,Consultorio Dr. Alfonso,"Suecia 1437 esq, Asunción 001236, Paraguay",Asunción,,-25.3074828,-57.6162965,0983 505909,,5,8,
doctor,CEINEC- Centro Integral de Neurociencias,"San Rafael 1045, Asunción 001528, Paraguay",Asunción,,-25.2782788,-57.5738052,0986 877177,https://www.ceinec.com.py/,4.9,14,
doctor,Cirujano Vascular Y Flebologo Especialista En Varices- Dr.Canata Paraguay,"Av. Gral. Bernardino Caballero 729, Asunción 1849, Paraguay",Asunción,,-25.2998567,-57.60841619999999,(021) 214 191,https://ecodopplerparaguay.com.py/,3.3,4,
establishment,La Costa Lynch,"MCRW+59W, Victor Heyn, Asunción 001418, Paraguay",Asunción,,-25.309431,-57.55404710000001,(021) 658 3000,http://www.lacostalynch.com.py/,3.5,236,
doctor,Consultorio Dr. Enrique Basili F.,"Avenida España &, PC62+QQG, Zanotti Cavazzoni, Asunción 001207, Paraguay",Asunción,,-25.2880686,-57.59805410000001,(021) 208 662,,5,2,
doctor,Centro Médico Francés,"Av. Eusebio Ayala 4870, Asunción 001427, Paraguay",Asunción,,-25.317894,-57.5699258,0971 253000,https://linktr.ee/centromedicofrances,4.5,17,
establishment,Osler Clinic / Dr. Javier Bogarín,"Apt. 1A, Alexis Boggino 1012. casi, Asunción 001525, Paraguay",Asunción,,-25.2694154,-57.5592899,0986 171500,http://www.oslerclinicparaguay.com/,5,1,
doctor,Clínica Doctor Mussi,"P98M+8G5, Av. Perú, Asunción 001210, Paraguay",Asunción,,-25.2842421,-57.6161474,202452,,5,24,
doctor,Dr Hermes Godoy Muller,"Fernando de Maldonado 2991 casi, Asunción 001401, Paraguay",Asunción,,-25.2866743,-57.55401849999999,0984 808218,https://www.instagram.com/hermesgodoymuller/,5,37,
dentist,Dr. Gaston Trossero - Odontología Avanzada,"Victor Heyn 7207 esquina, Asunción 001417, Paraguay",Asunción,,-25.3085334,-57.55861729999999,0984 102984,https://gastontrossero.com/,5,155,
establishment,Asuncion Dental Clinic,"Pacheco, Av. Choferes Del Chaco 775, Asunción 1412, Paraguay",Asunción,,-25.29567,-57.592412,0984 536880,,4.8,38,
dentist,Delica Dental Clinic - DDC,"Fray Luis de Granada 492 casi, Asunción 001207, Paraguay",Asunción,,-25.2841142,-57.59773789999999,0985 391551,http://delica.com.py/,4.9,104,
dentist,Dental Protection Center,"Dr. Pedro, Pedro Peña 7185, Asunción 001417, Paraguay",Asunción,,-25.3067208,-57.5592273,0981 600044,http://protectiondentalcenter.net/,4.9,212,
establishment,Odonto Center Especialidades,"Celsa Speratti, Asunción 001230, Paraguay",Asunción,,-25.3027734,-57.60076480000001,0983 535456,http://odontocenter.com.py/,4.9,107,
dentist,Moreira Odontología Digital,"N 1, Paseo La Galería Local 148, Av. Sta. Teresa 1827, Asunción 001410, Paraguay",Asunción,,-25.2852771,-57.56307200000001,0986 605580,http://moreira.com.py/,4.8,69,
dentist,Odontología 3,"Mariscal Estigarribia 1414 c/ Pa'i Perez, Mcal. Estigarribia, Asunción 001218, Paraguay",Asunción,,-25.290086,-57.6209776,(021) 200 175,http://www.odontologia3.com/,4.5,304,
establishment,Clinica Neufeld,"José Gonzalez Pedro Alcántara, Asunción 001528, Paraguay",Asunción,,-25.2687842,-57.57731940000001,0981 460005,,4.7,26,
dentist,Clinical Odontoandrauss Assumption,"Cerro Corá 489, Asunción 001101, Paraguay",Asunción,,-25.2852965,-57.63218320000001,0985 522225,http://www.odontoandrauss.com.py/,4.7,118,
establishment,Trinidad Clinica Dental,"Capitan Vicente Suarez, Asunción 001520, Paraguay",Asunción,,-25.2632374,-57.5767254,0981 294790,https://www.trinidentpy.com/,4.7,29,
dentist,Clinica Elgue,"Sta. Rosa 944, Asunción 001535, Paraguay",Asunción,,-25.2825577,-57.590213,0971 999888,http://www.elgue.com/,4.8,76,
doctor,Consultorio Dra. Malu Sosa Plate - Odonto ML,"Av. Gral. Bernardino Caballero 729, Asunción 001228, Paraguay",Asunción,,-25.2999016,-57.60858799999999,0981 335213,https://www.instagram.com/odontoml/,5,54,
establishment,Centro Odontologico MEDIDENT,"Av. Aviadores del Chaco 2875 casi, Asunción 001526, Paraguay",Asunción,,-25.2800194,-57.55918149999999,(021) 607 057,,4.3,58,
dentist,𝗏𝗂𝖽𝖺𝗱𝗲𝗻𝘁𝗮𝗹,"M9RM+8R8, Av. Dr. Fernando de la Mora 138 casi, Asunción 001311, Paraguay",Asunción,,-25.3091982,-57.61542069999999,0991 707289,https://wa.me/595991707289,4.9,66,
dentist,Odontología Dra. Silvana Boccia,"25 de Mayo 3490, Asunción 001230, Paraguay",Asunción,,-25.2990958,-57.60226849999999,(021) 227 368,http://www.silvanaboccia.com/,4.5,11,
establishment,INSTITUTO DE ODONTOLOGIA AVANZADA,"Ayala Velazquez 532 c, Asunción 001208, Paraguay",Asunción,,-25.2874232,-57.6064241,0981 139996,http://www.ioa.edu.py/,4.5,198,
establishment,Clínica integral MAE,"1713 1713, Asunción 1713, Paraguay",Asunción,,-25.2669484,-57.5827003,0991 419331,http://instagram.com/cl%C3%ADnicamae.py/,5,5,
dentist,Clinica Zanon,"General Santos, Serrati 420, Asunción 001208, Paraguay",Asunción,,-25.2893697,-57.60988099999999,0981 858199,https://zanon.com.py/,4.7,30,
dentist,Dental MOLAS - Consultorio Odontologico,"Molas Lopez 2318, Asunción 2318, Paraguay",Asunción,,-25.258577,-57.5832504,0981 744380,https://www.instagram.com/dentalmolas,4.6,9,
dentist,OdontoArte - CLINICA ODONTOLOGICA,"Gral. MacArthur 232, Asunción 001412, Paraguay",Asunción,,-25.292429,-57.5868815,0971 212184,http://www.odontoarte.com.py/,4.9,66,
establishment,Farmacia Catedral Suc. Sacramento,"Asunción 001532, Paraguay",Asunción,,-25.2707271,-57.5841317,(021) 627 7203,https://www.farmaciacatedral.com.py/,4.2,53,
establishment,Catedral Drugstore,"Sta. Ana 1473, Asunción 001529, Paraguay",Asunción,,-25.2856304,-57.57395760000001,(021) 627 7000,http://www.farmaciacatedral.com.py,4.4,214,
establishment,Farmacia Vicente Scavone - Suc. España,"Av. España, Asunción 001411, Paraguay",Asunción,,-25.2862596,-57.58411799999999,(021) 418 5000,http://www.fvs.com.py/,4.3,94,
establishment,Farmacia Catedral Suc. Artigas,"Asunción 001517, Paraguay",Asunción,,-25.2576875,-57.58618749999999,0981 668393,https://www.farmaciacatedral.com.py/,4.7,11,
establishment,Punto Farma Drugstore,"Domingo Portillo y, Asunción 001526, Paraguay",Asunción,,-25.2720469,-57.5650305,(021) 616 1000,http://www.puntofarma.com.py/,4.2,109,
establishment,Punto Farma 5,"Av. Mariscal López Y, Asunción 001412, Paraguay",Asunción,,-25.2914093,-57.59672210000001,(061) 61000,,4.5,64,
establishment,Farmacenter Hiper España,"Av. España y, Asunción 1208, Paraguay",Asunción,,-25.2883586,-57.60544969999999,(021) 262 6000,http://www.farmacenter.com.py/,4.1,57,
establishment,Farmacia Catedral Suc. Centro,"Palma, Asunción 001101, Paraguay",Asunción,,-25.2826077,-57.63386269999999,(021) 627 7208,http://www.farmaciacatedral.com.py/,4.2,73,
establishment,Farmacenter Carmelitas,"Av. Gral. José de San Martín esq, Asunción 1527, Paraguay",Asunción,,-25.2800645,-57.5709471,(021) 262 6000,http://www.farmacenter.com.py/,4.3,56,
establishment,Farmacia Catedral General Santos Teodoro S. Mongelos,"Avda. Gral Santos, Teodoro S. Mongelós esq, Asunción 001226, Paraguay",Asunción,,-25.3005949,-57.6134351,(021) 627 7221,https://www.farmaciacatedral.com.py/,4.4,21,
establishment,Farmacenter Aviadores 1,"Av. Aviadores del Chaco 3308 esq, Asunción 1401, Paraguay",Asunción,,-25.2777575,-57.55298009999999,(021) 262 6000,http://www.farmacenter.com.py/,4.3,45,
establishment,Farmacenter,"Av. Primer Presidente casi, Asunción 001521, Paraguay",Asunción,,-25.2624159,-57.56043589999999,(021) 262 6000,http://www.farmacenter.com.py/,3.9,16,
establishment,Punto Farma,"Tomas Lombardo y, Asunción 001506, Paraguay",Asunción,,-25.2410771,-57.542754,(021) 616 1000,http://www.puntofarma.com.py/,4.4,66,
drugstore,Farmacia Catedral Suc. Don Bosco,"Gral. Díaz esq, Asunción 001011, Paraguay",Asunción,,-25.2790301,-57.644654,0981 784827,https://www.farmaciacatedral.com.py/,4.8,20,
establishment,Farmacenter Mcal. Lopez 1,"PC4C+C2V, Av. Mariscal López 3683 casi, Asunción 1411, Paraguay",Asunción,,-25.2938838,-57.57997469999999,(021) 262 6000,http://www.farmacenter.com.py/,3.9,35,
establishment,Farmacias Catedral Suc. Migone 2,"Asunción 001218, Paraguay",Asunción,,-25.2886562,-57.6216194,0981 785231,,4.4,16,
establishment,Farmacenter Mcal. Lopez 4,"Av. Mariscal López Esq, Asunción 1407, Paraguay",Asunción,,-25.3013653,-57.5638914,(021) 262 6000,http://www.farmacenter.com.py/,3.9,30,
establishment,Farmacenter Central,"Estrella 526 entre, 14 De Mayo y, Asunción 1014, Paraguay",Asunción,,-25.2812801,-57.6375641,(021) 262 6000,http://www.farmacenter.com.py/,4.1,44,
establishment,Punto Farma,"Estrella &, 14 De Mayo, Asunción 001013, Paraguay",Asunción,,-25.2817586,-57.63669830000001,(021) 616 1000,http://www.puntofarma.com.py/,4.1,36,
establishment,Farmacenter Venezuela,"Venezuela 911 casi, Asunción 1206, Paraguay",Asunción,,-25.2820806,-57.59458730000001,(021) 262 6000,http://www.farmacenter.com.py/,4.4,34,
establishment,Drugstore Asismed Mcal Lopez,"P96J+F25, Asunción 001218, Paraguay",Asunción,,-25.2888708,-57.6198764,(021) 288 7777,http://www.asismed.com.py/,4.3,37,
establishment,DRUGSTORE by Asismed - Artigas,"Av. Gral. José Gervasio Artigas casi, Asunción 001202, Paraguay",Asunción,,-25.2734485,-57.6073623,(021) 288 7777,,3.5,2,
establishment,Drugstore Asismed Sta. Julia,"Nicasio Insaurralde y, Asunción 001206, Paraguay",Asunción,,-25.2761397,-57.5981288,(021) 288 7777,http://www.asismed.com.py/,4.1,13,
establishment,Drugstore by Asismed Lynch,"MCRW+59W, Victor Heyn, Asunción 001418, Paraguay",Asunción,,-25.3095218,-57.55404650000001,(021) 288 7777,https://web.asismed.com.py/sucursales-drugstore.php,0.0,0,
establishment,FarmaOliva Drugstore,"Julio Correa y, Asunción 001520, Paraguay",Asunción,,-25.2721751,-57.5654438,0994 251182,http://www.farmaoliva.com.py/,4.3,14,
establishment,Drugstore by Asismed - Bahía,"Estacionamiento Bahía Parking (La Costa, Concepción Leyes de Chávez 200, Asunción 001202, Paraguay",Asunción,,-25.2727083,-57.60773090000001,(021) 288 7777,http://www.asismed.com.py/,5,2,
establishment,Farmacenter Drugstore,"Julio Correa, Asunción 001520, Paraguay",Asunción,,-25.2703175,-57.56423640000001,(021) 262 6000,http://www.farmacenter.com.py/,3.6,14,
establishment,DermaStore,"Av. Mariscal Lopez, Villamorra Shopping, San Roque Gonzalez de Santacruz esq, Asunción 001412, Paraguay",Asunción,,-25.294263,-57.58073219999999,0993 575140,http://perfumeslujosos.com/,4.7,48,
establishment,Farmacias Energy,"Av. España 2291, Asunción 001207, Paraguay",Asunción,,-25.2870618,-57.5953209,(021) 204 506,,4.4,58,
drugstore,Punto Farma,"MCGW+J53, Ruta Mariscal José Felix Estigarribia, Fernando de la Mora 110308, Paraguay",Fernando de la Mora,,-25.323484,-57.5545889,0982 024332,,2.9,18,
establishment,Medicamento Genérico S.A.,"Avenida Gral. José de San Martin N° 658, Asunción 1003, Paraguay",Asunción,,-25.290207,-57.57373500000001,(021) 664 050,https://www.medicamentogenerico.com.py/,0.0,0,
establishment,FARMACIA BOTANICO,"Asunción 001519, Paraguay",Asunción,,-25.2524772,-57.57856150000001,0982 473121,,4.3,7,
establishment,Medifarma Drugstore,"Angel Iribas, Asunción 001223, Paraguay",Asunción,,-25.3002135,-57.6218157,(021) 205 189,,4.8,9,
establishment,Catedral Drugstore,"Dr. Toribio Pacheco, Asunción 001412, Paraguay",Asunción,,-25.2987317,-57.58287240000001,0981 784029,https://www.farmaciacatedral.com.py/,4.3,14,
establishment,Trigenesis S.R.L.,"PCQ6+G55, Asunción 001532, Paraguay",Asunción,,-25.2612491,-57.58950189999999,0981 514185,,1,1,
establishment,Qorvex Recovery Spot,"Quito 141, Asunción 001519, Paraguay",Asunción,,-25.2607323,-57.5806759,,,5,3,
establishment,Lic. Selva Pereira | Fisioterapia Kinesiología,"Paraguari 1291, Asunción 001103, Paraguay",Asunción,,-25.2938666,-57.63564849999999,0982 609563,,5,49,
establishment,KINETICS Centro de FISIOTERAPIA,"Mayor Sebastián Bullo 1147 casi, Asunción 001225, Paraguay",Asunción,,-25.300458,-57.61933499999999,0991 403321,,5,207,
establishment,Consultorio Fisioterapia Asunción,"Del Espíritu Santo 597, Asunción 001519, Paraguay",Asunción,,-25.2570695,-57.57753,0986 247804,,0.0,0,
establishment,REVITAL Gimnasio - Fisioterapia PY,"Bogotá 520 1713, Asunción 001519, Paraguay",Asunción,,-25.2575976,-57.58086419999999,0983 267723,,4.8,27,
establishment,CL Fisioterapia,"Bella Vista, Asunción 001535, Paraguay",Asunción,,-25.2717371,-57.589851,0982 124719,,5,1,
establishment,KinesioGold,"Vicente Flores y, Asunción 001525, Paraguay",Asunción,,-25.2702901,-57.5609179,0991 381406,,5,7,
establishment,Centro Privado De Medicina Física y Rehabilitación - Cemefir,"Av. Venezuela 664, Asunción 001535, Paraguay",Asunción,,-25.285989,-57.5946727,0983 957570,http://www.cemefir.com.py/,4.4,18,
establishment,Lic. Víctor Ávalos (Fix Advanced Therapy),"001411, Asunción 001411, Paraguay",Asunción,,-25.289799,-57.58017339999999,0992 253152,,4.9,58,
establishment,Clínica de Especialidades Kinésicas Reeducación,"MCXJ+RWH, Av. Dr. Guido Boggiani, Asunción 001416, Paraguay",Asunción,,-25.3004488,-57.5676454,0982 205516,,4.3,12,
establishment,INDIVIDUAL Pilates & Fisioterapia,"Prof. Manuel Riquelme y, Asunción 001527, Paraguay",Asunción,,-25.2773151,-57.567244,0992 295889,https://www.instagram.com/individual.pilates,5,15,
establishment,Fisioterapia Arbo,"Fray Luis de Granada 641, Asunción 001207, Paraguay",Asunción,,-25.2840225,-57.59610290000001,,,5,2,
establishment,Clinilife - Especialistas en Bienestar,"Av. Gral. Bernardino Caballero 236, Asunción 001228, Paraguay",Asunción,,-25.2948063,-57.60705540000001,0981 122691,https://www.instagram.com/clinilife.py/,5,20,
establishment,Centro ACTIVA,"Profesor Ferreira 2168 casi, Asunción 001532, Paraguay",Asunción,,-25.2634491,-57.58518890000001,0972 441500,https://centroactivapy.com/,5,3,
establishment,Pilates y Rehabilitación Mburicao,"Dr. Justo Prieto 3774, Asunción 001229, Paraguay",Asunción,,-25.2970072,-57.5976514,0981 498080,https://www.facebook.com/profile.php?id=100090173423653&mibextid=LQQJ4d,5,21,
establishment,Gabinete de Rehabilitación Física,"Prócer Agustín Yegros 356, Asunción 001531, Paraguay",Asunción,,-25.2675,-57.576,,,0.0,0,
establishment,Cortex Centro de Rehabilitación Física-Cognitiva,"Prof. Viriato Díaz Pérez 1272, casi, Asunción 001534, Paraguay",Asunción,,-25.274434,-57.5876436,0985 423647,https://www.cortexrehabilitacion.com.py/,4.7,7,
establishment,Ips,"Santísimo Sacramento &, PCJ8+RRH, Genaro Romero, Asunción 001531, Paraguay",Asunción,,-25.2679397,-57.5829017,(021) 219 7000,https://portal.ips.gov.py/sistemas/ipsportal/,4.5,77,
establishment,INNOVA FISIOTERAPIA DEPORTIVA LOCAL 2,"Capitán Francisco Montanaro 1314, Asunción 001532, Paraguay",Asunción,,-25.2664206,-57.5848968,,,5,2,
establishment,AJ Physio Recovery,"Av. Proceres De Mayo 731, Asunción 001236, Paraguay",Asunción,,-25.3067486,-57.6186267,0991 927723,,5,5,
establishment,Nantes Veterinary Hospital,"Comandante Salaskin 291 y, Asunción 001411, Paraguay",Asunción,,-25.2907216,-57.58283309999999,0971 280025,https://www.facebook.com/NantesHospitalVeterinario/,4.7,3078,
establishment,Asuncion Pet,"Av. Perú 730, Asunción 001220, Paraguay",Asunción,,-25.2933329,-57.6223653,0982 570001,https://beacons.ai/asuncionpet?fbclid=PAZXh0bgNhZW0CMTEAAabpqF-0XDOsBG_T4Z7Uedbejn04rqO8h-P3rQIu9eBxXdXU9AAVExzFNpU_aem_zHR9sdul3LMXT8IRKy6DZg,4.5,230,
establishment,Clínica Dr. Brown,"Quesada 4421, Asunción 001412, Paraguay",Asunción,,-25.2921995,-57.58633260000001,0981 504325,,4.6,77,
establishment,Dr. Vic - Clinica Veterinaria,"Julio Correa 1040, Asunción 001521, Paraguay",Asunción,,-25.2660889,-57.5610103,0981 993783,,4.3,130,
establishment,VETCIA Centro Veterinario,"Calle Cruz del Defensor 1750 e, Mayor José Martí y, Asunción 001001, Paraguay",Asunción,,-25.3080695,-57.5864099,0984 723141,,4.5,244,
establishment,HVA HOSPITAL VETERINARIO,"Dr. Antonio Bestard 576, Asunción 1420, Paraguay",Asunción,,-25.287084,-57.5854608,0982 516811,http://www.instagram.com/hva.py,4,46,
establishment,Centro Veterinario San Agustín,"Av. Gral. José Gervasio Artigas 3930, Asunción 001519, Paraguay",Asunción,,-25.2560127,-57.5832449,0972 184057,,4.4,323,
establishment,DRA. VET,"Av. Gral. José Gervasio Artigas 2473, Asunción 001202, Paraguay",Asunción,,-25.2666926,-57.59825169999999,0995 651887,,5,9,
establishment,La Quinta,"PCGV+2MJ, Asunción 001526, Paraguay",Asunción,,-25.2749017,-57.55584769999999,0984 933801,http://m.facebook.com/laquintaveterinaria,4.5,534,
